song_number,code,lyrics
1,2136,"Laying in silence
You were a diamond, bright
Yeah, touching my fingertips
Melting into the night, oh
Secrets are locked up
Prison cell in your mind
Kisses fall on her lips
Kisses that should've been mine, yeah
I don't wanna know
I don't wanna know
I don't wanna know
What you've done, what you've done
What you've done, what you've done
I don't wanna know
I don't wanna know
Who you love, who you love
Who you love
I know I'm losing you, so come on, tell the truth
Don't you tell me you're sorry, don't pretend you still want me
'Cause I don't wanna know, I already know
What you've done, what you've done
What you've done, what you've done, ooh, ooh
What you've done, what you've done
What you've done, ooh, ooh, ooh
You might also like
Silver Cross

Official

February 2017

Fighting the tears back
Fighting to make you stay
Screaming at angels
Holding a wall in my brain, yeah
Secrets are locked up
Prison cell in your heart, yeah
Kisses fall on her lips
The memory's left behind
I don't wanna know
I don't wanna know
I don't wanna know
What you've done, what you've done
What you've done, what you've done
I don't wanna know
I don't wanna know
Who you love, who you love
Who you love
I know I'm losing you, so come on, tell the truth
Don't you tell me you're sorry, don't pretend you still want me
'Cause I don't wanna know, I already know
What you've done, what you've done
What you've done, what you've done, ooh, ooh
What you've done, what you've done
What you've done, ooh, ooh, ooh"
2,5444,"Hard to read, you could be OCD
You could be bad for me, you could say anything
Sometimes I get a bit TMI, little bit scared of heights
Little afraid to say
You know the things that make me smile
The face I make before my tears fall down
The things that I feel when you're acting suspicious
You know the place I run to hide
I take my problems there to work ’em out
The things that I say when you don't wanna listen
Things that you say when I make bad decisions
Things that we do by the sink in my kitchen
I remember our first date
No chocolate and no bouquet
But the way that you kissed me
These are the things that could make us official
Look at us, isn't it obvious?
Is it so dangerous? Is it so complicated?
You know the shapes my body makes
Under the sheets at 4 AM with you
The things that we break when we’re switchin' positions
You know the words to my mistakes
You understand because you made 'em too
You might also like
I Don’t Wanna Know

Thoughts

Delicious

The things that I say when you don't wanna listen
Things that you say when I make bad decisions
Things that we do by the sink in my kitchen
I remember our first date
No chocolate and no bouquet
But the way that you kissed me
These are the things that could make us official
All of the things that we sometimes forget
All of the dreams that you put in my head
I'm still asleep, but there's breakfast in bed
These are the things that could make us official
Maybe the sky might not always be blue
All of my wishes will never come true
It doesn't matter 'cause I’m here with you
This stuff could make us official
So tell all your friends ’cause we're goin’ official
Things that you say when I make bad decisions
Things that we do by the sink in my kitchen
I remember our first date
No chocolate and no bouquet
But the way that you kissed me
These are the things that could make us official
These are the things that could make us official
These are the things that could make us official
I remember our first date
No chocolate and no bouquet
But the way that you kissed me
These are the things that could make us official"
3,7319,"I shake it, I shake it, I shake it, ooh
I shake it, I shake it, I shake it, ooh
I shake it, I shake it all on you
I shake it, I shake it, I shake it, ooh
I shake it, I shake it, I shake it, ooh
I shake it, I shake it, I shake it, ooh
I shake it, I shake it all on you
I shake it, I shake it, I shake it, ooh
I shake it, I shake it, I shake it, ooh
I shake it, I shake it, I shake it, ooh
I shake it, I shake it all on you
I shake it, I shake it, I shake it, ooh
I shake it, I shake it, I shake it, ooh
I shake it, I shake it, I shake it, ooh
I shake it, I shake it all on you
I shake it, I shake it, I shake it, ooh
I shake it, I shake it, I shake it, ooh
I shake it, I shake it, I shake it, ooh
I shake it, I shake it all on you
I shake it, I shake it, I shake it, ooh
I shake it, I shake it, I shake it, ooh
I shake it, I shake it, I shake it, ooh
I shake it, I shake it all on you
I shake it, I sh-
You might also like
Muddy Feet

Jaded

Fingertips

Work it
Oh, it's a migraine, make them pupils dilate
Wanna watch it gyrate, ass is on a tirade
Make you pop a Tylenol, split your head and call it off
Got you drinking water when you should be drinking alcohol
Faster than an Adderall, make you shake your Audemars
Shake it, shake it, shake it, make you spray it like an aerosol
(Shake it like a dog)
I don't shake it like that, mm
(Shake it like a salt shaker)
I don't shake it like that, uh
(Shake it like a dog)
I don't shake it like that, mm
(Shake it like a salt shaker)
I don't shake it like that
I don't shake it like anything, I shake it like myself
All this pussy on a pedestal, I put it on a shelf
I-I-I don't shake it like anything, I shake it like myself
'Cause ain't no pussy shakin' like when Freedia lose her belt (Come on)
Ooh, ah, shake it, shake it, shake it, shake it
(I shake it, I shake it, I shake it, ooh)
Ooh, ah, shake it, baby, baby, baby
(I shake it, I shake it, I shake it, ooh)
Ooh, ah, shake it, shake it, shake it, shake it
(I shake it, I shake it all on you)
Shake it, shake it, shake it, shake it, shake it, baby, baby, baby
(I shake it, I sh-)
I shake it, I shake it, I shake it, ooh
I shake it, I shake it, I shake it, ooh
I shake it, I shake it all on you
I shake it, I shake it, I shake it, ooh
I shake it, I shake it, I shake it, ooh
(Miss  on this track in three, two, one, do it)
I shake it, I shake it all on you
I shake it, I shake it, I shake it
I shake it like Jamaican
No birthday, but I'm cakin'
I shake it like I'm tryna get the oil off of the bacon
If I need wakin', I'ma alarm that shakin'
This ass 'bout to move like I need the house vacant
It move, move, move, and you know it won't stop
It shakin' like I'm pulled over by a white cop
It shakin' like a virgin, 'bout to give up the box
Told 'em this ass a miracle, like my name Watts
I be purgin' shit, never nervous, bitch
I get on top of that dick, shake it like turbulence
You haven't heard from 'em since, I'm a different expense
And now this pussy need Staples like I'm fuckin' on Vince
Told 'em paddle, paddle, paddle 'cause this pussy in Seattle
I'ma fight my own battles, shake it harder than a rattle
He get in it, then he tackle, wanna bite it like a apple
And this pussy so juicy, when I cum it's made of Snapple, ayy
Brooke muthafuckin' Candy, 
Miss  is on this muthafuckin' track, oh
Tell me what you want, tell me what you want, daddy
Little bit of sugar, little bit of Brooke Candy
Cocaine-colored sheets where my ass bouncin' (Bounce)
'Bout to turn your mansion to the pussy palace
And shake it on ya like my ass on the Richter scale
My pussy crucify your body, it's the holy grail
My pussy lean, I got you sippin' from the two cup
I'm 'bout to shake my ass like I'm in a strip club
Hey, my ass is Magic City
Double Ds, all-natural big titties
Shake it like a box-fresh vibrator
Ass first-class, fast like Concorde
Damn, my ass so insane
Put me in a straightjacket, still you ain't safe
You can't handle all the jelly, put it on a plate
I'm 'bout to shake and leave you shook, like Beyoncé
(Shake it, I shake it, I sh- I shake it)
(I shake it, I sha- I shake it)
Oh darling, you say you don't know me?
(I sh- I shake it- I shake it)
Please, haha
(I sh- I shake it)
(Pabllo Vittar)
Pra começar direito eu soletro pra você
Rainha se escreve com dois L e dois T
Como estagiário no trabalho, eu tô sem tempo
Se tenho um problema eu resolvo com talento
Dedinho na boca, sou uma tentação
A pista pega fogo derretendo o paredão
Já mostrei que eu sou queen, falo sério pra vocês
A coroa é pesada, mas eu me acostumei
I shake it, I shake it, o meu popozão
Achei que, achei que aguentasse a pressão
Do MA, cheguei em LA
É a Pabllo e a Charli mais uma vez
I shake it, I shake it, I shake it, ooh
I shake it, I shake it, I shake it, ooh
I shake it, I shake it all on you (XCX)
I shake it, I shake it, I shake it, ooh (Mais uma vez, haha)
I shake it, I shake it, I shake it, ooh
I shake it, I shake it, I shake it, ooh (I love you, Charli, baby)
I shake it, I shake it all on you
I shake it, I shake"
4,4436,"Uh, yeah, yeah, yeah, yeah, yeah, yeah
Uh, yeah, yeah, yeah, yeah, yeah, yeah
Yeah
Know I keep on saying I'm alright
But every single night
When I cut off the lights
I feel like crying
Your picture revolving in my mind
But then it turns to white
I guess I’ll go in blind
I feel like crying
Hope you can forgive all of my crimes
You read, but won't reply
I just need your reply
I feel like crying
Baby, all I need's a single night
A sign, a sign, give me a sign
Sorry I broke you down
Sorry I tore your heart
I ripped it all apart
Your headlights in the dark
Sorry ’bout Grammy night
Was flyin' out my mind
Was in a different place
Tortured and drifting by
Kept dancing in that house
The windows turned to black
My windows turned to black
My eyes were rolling back, yeah
Hope I get one more chance
Hope I get one more call
I only know what's good once I have lost it all
Lost it all, lost it all, lost it all
Lost it all, lost it all, lost it all
You might also like
Silver Cross

Official

Submerge FM
Yaeji
Hope you can forgive the things I've done
(Things I've done, things I've done)
Hope you can forgive the things I've done
(Things I've done, things I’ve done)
Hope you can forgive the things I’ve done
(Things I've done, things I’ve done)
Hope you can forgive the things I've done
(Things I've done, things I've done)
Reply, reply, give me a sign
Yeah"
5,2345,"I pull up, roll up, fuck up
Fast like a Nascar, never touch us
Got visions, levels, they don't get me
Quiet, no discussions, please hush
I pull up, roll up, fuck up
Don't make decisions for me, you don't know nothin'
I'm Pluto, Neptune, pull up, roll up, future, future, ah
I pull up, roll up, fuck up
Fast like a Nascar, never touch us
Got visions, levels, they don't get me
Quiet, no discussions, please hush
I pull up, roll up, fuck up
Don't make decisions for me, you don't know nothin'
I'm Pluto, Neptune, pull up, roll up, future
Woo, kill it, I'm so deadly, deadly
Ooh, I'm zooming like a jet ski, zoom zoom
Little dose of napalm, blow it up, yeah
Don't care what she talk about, nah
All she wanna do is my style, yeah
No one on my level
I play nice 'cause I'm too clever
I won't show it, never, never, but it's crystal (Woo)
I'm way up, way better
She might pop, but it's whatever
She might sell, but what's she selling?
Does she last long?
I know they write about me (Yeah)
I know that they all see me (Yeah)
Too scared so they don't play me
Some people tried to save me
You might also like
​i finally understand

Unlock It

Shake It

Ooh, but I'm feeling so good
Better than I ever could
Had bad people in my business, gone now
Cage, prison, now it's gone away
They wanna listen what I say
Think I care about the fame?
Na-na-na-na
I pull up, roll up, fuck up
Fast like a Nascar, never touch us
Got visions, levels, they don't get me
Quiet, no discussions, please hush
I pull up, roll up, fuck up
Don't make decisions for me, you don't know nothin'
I'm Pluto, Neptune, pull up, roll up, future, future, ah
I pull up, roll up, fuck up
Fast like a Nascar, never touch us
Got visions, levels, they don't get me
Quiet, no discussions, please hush
I pull up, roll up, fuck up
Don't make decisions for me, you don't know nothin'
I'm Pluto, Neptune, pull up, roll up, future, future, ah"
1,0571,"Yeah
Yeah
I just wanna go real hard, I just wanna go real hard
Pink diamond in the dark
I just wanna go real hard, I just wanna go real hard
I just wanna go real hard, I just wanna go real hard
Pink diamond in the dark
I just wanna go real hard, I just wanna go real hard
I just wanna go real hard
Lip gloss on and I'm lookin' like a star
Got a tiny bag, but I got a big heart
On the video chat, cute skirt and a bra
I'm feeling so fine, kinda feelin' like a slut
Gonna give you good views, watch me whip it up
I'm really so rare, I'm sent from above
Wish you could come 'round, pick me up in your car, yeah
I just wanna go real hard, I just wanna go real hard
Pink diamond in the dark
I just wanna go real hard, I just wanna go real hard (Real hard)
I just wanna go real hard, I just wanna go real hard
Pink diamond in the dark
I just wanna go real hard, I just wanna go real hard
You might also like
A&W

​detonate

All Of The Girls You Loved Before
Taylor Swift
I just wanna go real hard for days (Days)
I just wanna feel in different ways (Ways)
Every single night kinda feels the same
I'm a pink diamond, I need space
I'm online and I'm feeling so glamorous (Ah)
Watch me shine for the boys and the cameras (Hey)
In real life, could the club even handle us? (Uh)
In real life, could the club even handle us?
I just wanna go real hard, I just wanna go real hard
Pink diamond in the dark
I just wanna go real hard, I just wanna go real hard (Real hard)
I just wanna go real hard, I just wanna go real hard
Pink diamond in the dark
I just wanna go real hard, I just wanna go real hard, yeah
Yeah, yeah, yeah, yeah
Yeah, yeah, yeah, yeah (Go real hard, I just wanna go real)
Yeah, yeah, yeah, yeah (Go real-real hard-hard)
Yeah
I just wanna go real hard, I just wanna go real hard
Pink diamond in the dark
I just wanna go real hard, I just wanna go real hard
I just wanna go real hard, I just wanna go real hard
Pink diamond in the dark
I just wanna go real hard, I just wanna go real hard"
2,6809,"Love suicide
You and I drove for miles
Knew I'd be here, be here, be here with you
Knew I'd be here, be here, be here with you
We took a dive in the blue, scared to lose
All my feelings, feelings, feelings for you
Knew I'd be here, be here, be here with you
Yeah, now we gotta let this go
Drove the car off the road
I gotta give you time to grow
You're not a ghost, you're in my head
I didn't wanna leave you low
Drove the car off the road
I hope you get some time to grow
You're not a ghost, you're in my head (In my head...)
I will always love you (Love you)
I'll love you forever
Even when we're not together
I will always love you (Love you)
I'll love you forever
Said I'll love you forever
I know in the future (Future)
We won't see each other (We won't see each other)
Cold just like December
But I will always love you (Love you)
I'll love you forever
Yeah, I'll love you forever
You might also like
A&W

​enemy

​anthems

Head, in my head
You take your time, I'll take mine, we'll be fine
Knew I'd be here, be here, be here with you
When the roof caved in and the water fell through
Hope when we're old, we'll be friends, reminisce
Hope we'll be there, be there, be there, us two
All the memories, all the photos we took
Yeah, now we gotta let this go
Drove the car off the road
I gotta give you time to grow
You're not a ghost, you're in my head
I didn't wanna leave you low
Drove the car off the road
I hope you get some time to grow
You're not a ghost, you're in my head
I will always love you (Love you)
I'll love you forever
Even when we're not together
I will always love you (Love you)
I'll love you forever
Said I'll love you forever
I know in the future (Future)
We won't see each other (We won't see each other)
Cold just like December
But I will always love you (Love you)
I'll love you forever
Yeah, I'll love you forever
I will always love you (Love you)
I'll love you forever (Ever)
Even when we're not together
I will always love you (Love you)
I'll love you forever
Said I'll love you forever (I know-I know)
I know in the future (Love you)
We won't see each other
Cold just like December
But I will always love you (Love you)
I'll love you forever
Yeah, I'll love you forever
I know-I know (Love you)
Oh, I love, oh-oh-oh-oh
I know, love you
I'll love you forever
I know-I know (Love you)
Oh, I love, oh-oh-oh-oh
I know, love you
(I know-I know)
Future, we won't see each other
I know-I know (Love you)
Love you
I know-I know (Love you)
Love you
I know-I know (Love you)
Love you
Front of my mind, in the front of my mind
You stay right in front, in the front of my mind
Front of my mind, in the front of my mind
You stay right in front, in the front of my mind
Front of my mind, never leave you behind
We say promises and we gave up the lies
Front of my mind, in the front of my mind
You stay right in front of my mind"
3,0529,"I like, I like, I like, I like
I like, I like, I like, I like, I like, I like
I like, I like, I like
Like your mind, like your smile
Like your eyes, I could die
Aeroplane, you are so fly
Singin' songs by Jeremih
Party time, hop inside (Woo)
We're so high, roller coaster ride
Diamond bright, kiss me right, yeah
That's so nice (Yeah)
I like, I like, I like, I like, I like everything about you
I like, I like, I like, I like, I like everything about you
I like, I like, I like, I like, I like everything about you
I like, I like, I like, I like, I like everything about you
So, don't you hold me back
'Cause I know when I know, I don't wanna be alone
Don't you hold me back
'Cause I know when I know, I wanna go
You might also like
A&W

​party 4 u

​enemy

I'm not shy, make you sigh
Slip and slide up my thighs (Ah)
Juicy just like clementines
Sorry if I make you cry
Party time, hop inside
We're so high, roller coaster ride
Gemini, switchin' sides
Yeah, that's so nice (Woo)
I like, I like, I like, I like, I like everything about you
I like, I like, I like, I like, I like everything about you
I like, I like, I like, I like, I like everything about you
I like, I like, I like, I like, I like everything about you
So, don't you hold me back
'Cause I know when I know, I don't wanna be alone
Don't you hold me back
'Cause I know when I know, I wanna go
I, I, I, I, I like everything about you
I, I, I, I, I, everything about you
Everything about you
Every (Yeah-yeah-yeah-yeah-yeah)
Everything about you
Everything about you
Everything about you, yeah
Everything about you
Everything"
4,4389,"So hard, things that we've been through, yeah
Could've fallen, but we only grew, yeah (Uh)
So I made my house a home with you (Oh)
I'm right here and it feels brand new
I used to live inside a lie with you (With you)
And now we're honest and it feels so good (Ah, ah)
Hello, hello, hello, I see clearly
So long, been scared to show off my feelings
Hello, hello, hello, got new meanin'
Now I really see it
I know that look inside my eyes means always
Even if we fall apart, split two ways
Used to be afraid to say it, that's so strange
Seven years and it's been you and I, always
Really complicated, we're too deep, babe (Deep, babe)
Really sad, the way our song drives me insane (Me insane)
Used to be afraid to say it, now that's changed
Seven years and it's been you and I, always
Uh, uh, yeah
Oh, oh, oh, oh
Oh, oh, oh, oh
Oh, no
You might also like
​visions

​pink diamond

​claws

Oh yeah, I really, really love you for life (For life)
Without the Holy matrimony, I'm wife (I'm wife)
We went from distant to inseparable types (That's right)
Oh yeah, it's really, really, really, really nice (It's really nice)
And now I never, ever, ever think twice (Not twice)
'Cause you're exactly really, really my type (My type)
I think we took some sleeping pills on that flight (That flight)
The seven years, it really, really flown by (Swoosh)
I know that look inside my eyes means always (Always)
Even if we fall apart, split two ways (Two ways)
Used to be afraid to say it, that's so strange
Seven years and it's been you and I, always (Always)
Really complicated, we're too deep, babe (Deep, babe)
Really sad, the way our song drives me insane (Me insane)
Used to be afraid to say it, now that's changed
Seven years and it's been you and I, always
Uh, uh, yeah
Oh, oh, oh, oh
Oh, oh, oh, oh
Oh, no
(Always)
(Always) Yeah
(Now that's changed) Oh
I know that look inside my eyes means always
Even if we fall apart, split two ways (Now, now)
Yeah, that's so strange, always, yeah (Always)
I know that look inside my eyes means deep pain (So strange)
Really sad, the way our song drives me insane
(Now, now) Ooh
(No way) Oh, oh
Oh, yeah, yeah (So strange)
I, always (No way)
(Now that's changed) Ooh
(No, no, no way)
Seven years and it's been you and I, always (Always)
(So strange)
No, oh"
5,6362,"Close myself off in new ways
Building walls in my sleep, I can't turn back
I've been reelin' for twelve days (Twelve)
When I start to see if it gets real bad
Hurt me, know you won't hurt me
I'm about to detonate
Pull you close, and then, I'll be gone
Sorry, never say sorry
All my silence resonates
Think you worked me out, but you're wrong
Dirty, I can talk dirty
I can make you feel so sick
Switch your faith and leave you so low
Hurt me, know you'll never hurt me
I'm about to detonate
Pull you close, and then, I'll be gone
I don't trust myself at all
Why should you trust me?
I don't trust myself alone
Why should you love me?
You might also like
​visions

​forever

Mejor Que Yo
Anuel AA, DJ Luian & Mambo Kingz
I'm not tryna be rude
I'm just feelin' confused
My emotions get blue
Had to push 'em all through
Know you hope that I'll prove
Everything will stay cool
But I can't promise that's true
'Cause my emotions so blue
Hurt me, know you won't hurt me
I'm about to detonate
Pull you close, and then, I'll be gone
Sorry, never say sorry
All my silence resonates
Think you worked me out, but you're wrong
Dirty, I can talk dirty
I can make you feel so sick
Switch your faith and leave you so low
Hurt me, know you'll never hurt me
I'm about to detonate
Pull you close, and then, I'll be gone
I don't trust myself at all
Why should you trust me?
I don't trust myself alone
Why should you love me?
Do-do-do-do you love me?
So do you love me?
Do-do-do-do you love me?
Why should you love me?
Do-do-do-do you love me?
So do you love me?
Do-do-do-do you love me?
Why should you love me?
Do-do-do-do you love me?
So do you love me?
Do-do-do-do you love me?
Why should you love me?
Do-do-do-do you love me?
So do you love me?
Do-do-do-do you love me?
Why should you love me?"
6,0793,"They say, ""Keep your friends close''
But you're closer, I love when you're here
I'm so far away sometimes, I'm distant, yeah
You might help me, intimacy, I'll admit, I'm scared
Maybe, maybe you can reach me, yeah
Maybe you're my enemy
Now I've finally let you come a little close to me, oh
Maybe you're my enemy
You're the only one who knows the way I really feel, oh
Now it's really clear to me
You could do a little damage, you could cut me deeper
Maybe you're my enemy
Baby, you're my enemy, yeah
Suddenly, you're in my bedroom under my sheets every night
Suddenly, I lose my fear, it feels good, yeah
I feel guilty, I feel nervous, I feel certain now
Maybe, maybe you can reach me, yeah
Maybe you're my enemy
Now I've finally let you come a little close to me, oh
Maybe you're my enemy
You're the only one who knows the way I really feel, oh
Now it's really clear to me
You could do a little damage, you could cut me deeper
Maybe you're my enemy
Baby, you're my enemy, yeah
You might also like
​party 4 u

​c2.0

​claws

Oh, yeah
Yeah, oh
Maybe you're my enemy
Baby, you're my enemy, yeah
So calm at the surface
I'm scared of nothin'
Underneath, I'm nervous
Can you reach me?
So calm at the surface
Told you I'm scared of nothin'
Underneath, I'm nervous, yeah
Can you reach me?
I think a tough journey to be on
Whilst you're around a lot of people
I feel like I'm learning that about myself
And I don't fully really understand it yet
It hurts here, it like hurts here
Maybe you're my enemy
Now I've finally let you come a little close to me, oh
Maybe you're my enemy
You're the only one who knows the way I really feel, oh
Now it's really clear to me
You could do a little damage, you could cut me deeper
Maybe you're my enemy
Baby, you're my enemy, yeah
Can you reach me?
Maybe you're my enemy
Can you reach me?
Baby, you're my enemy, yeah
Can you reach me?
Baby, you're my enemy, yeah
Can you reach me?
I seem to think that I'm a really bad person"
7,8734,"Oh
Oh, oh
Baby, lately
Baby, yeah
The walls are all gone, did we melt 'em down? (Baby)
Liquid in my hands, liquid in my mouth (Oh)
Footage on my phone, did it with your tongue (Oh)
And now we're sticking close, and I understand
That baby, I love you bad
'Cause lately, I finally understand
That maybe this feeling that I've found
Might kill me, put me in the ground
I finally understand, finally understand
My therapist said I hate myself really bad
You tell me it's fine, let me cry and hug it out
That baby, I love you bad
'Cause lately, I finally understand
That maybe this feeling that I've found
Might kill me, put me in the ground
You might also like
​7 years

​forever

A&W

'Cause lately
Liquid in my hands, liquid in my mouth
Got me drippin' out, got me drippin' out
Many nights gone, finally understand
I finally understand, I finally understand
Feel it in my core and the feeling's raw
You love me even when I hate myself, I'm sure
That baby, I love you bad
'Cause lately, I finally understand
That maybe this feeling that I've found
Might kill me, put me in the ground
Baby, I love you bad
'Cause lately, I finally understand
That maybe this feeling that I've found
Might kill me, put me in the ground
Baby"
8,1938,"Yeah
I'm next level, so legit with all my
Clique, clique, clique, yeah
I'm next level, so legit with all my
Clique, clique, yeah, yeah, yeah
I'm next level, so legit with all my
Clique, clique, clique, yeah
I'm next level, so legit with all my
Clique, clique, yeah, yeah
I'm next level, so legit with
I'm next level, so legit with all my
I'm next level, so legit with
I'm next level, so legit with all my
Yeah
I'm next level, so legit with all my
Clique, clique, clique, yeah
I'm next level, so legit with all my
Clique, clique, yeah, yeah
I'm next level, so legit with
I'm next level, so legit with all my clique
I'm next level, so legit with
I'm next level, so legit with all my
You might also like
​party 4 u

​enemy

​detonate

Clique, clique, clique, clique, clique, clique
Clique, clique, clique, clique, clique, clique
Clique, clique, clique, clique, clique, clique
Clique, clique, clique, clique, clique, clique
Clique, clique, clique, clique, clique, clique
Clique, clique
Clique, clique, clique, clique, clique, clique
Clique, clique, clique, clique, clique, clique
Clique, clique, clique, clique, clique, clique
Clique, clique, clique, clique, clique, clique
Clique, clique, clique, clique, clique, clique
Clique, clique
Clique, clique, clique, clique, clique, clique
Clique, clique, clique, clique, clique, clique
Clique, clique, clique, clique, clique, clique
Clique, clique, clique, clique, clique, clique
Clique, clique, clique, clique, clique, clique
Clique, clique (Charli)
White sheets, you and me used to lay close
Blue summer, sittin' high in the window
Phone calls every night, had a new glow
My clique running through my mind like a rainbow
We were so in love, so we let go
Took it in our lungs, then we all choked
Long drive, so divine when the sun showed
My clique running through my mind like a rainbow
I miss them every night
I miss them by my side
Catch my tears when I cry
My clique on me for life
Driving 'round at dawn, look at you, lip bite
Something in my chest, feel the tension breaks
Want to stand still, won't forget this time
I miss them, I miss them, I miss them
White sheets, you and me used to lay close
Blue summer, sittin' high in the window
Phone calls every night, had a new glow
My clique running through my mind like a rainbow
We were so in love, so we let go
Took it in our lungs, then we all choked
Long drive, so divine when the sun showed
My clique running through my mind like a rainbow (Yeah)
I miss them
I miss them, I miss them, I miss them
I miss them
I miss them every night
I miss them
I miss them, I miss them, I miss them
I miss them (I miss them, I miss them)
I miss them every night
I'm next level, so legit with all my
Clique, clique, clique, yeah (Yeah)
I'm next level, so legit with all my, yeah, yeah, yeah
I'm next level, so legit with all my (I miss them)
Clique, clique, clique, yeah, yeah
I'm next level, so legit with all my (Charli)"
9,4335,"I only threw this party for you
Only threw this party for you, for you, for you
I was hopin' you would come through
I was hopin' you would come through, it's true, it's true
Only threw this party for you
I only threw this party for you, for you, for you
I'm about to party on you
Watch me, watch me party on you, yeah
1000 pink balloons
DJ with your favorite tunes
Birthday cake in August
But you were born 19th of June
Champagne pourin' in your mouth
Called your friends from out of town
Got the party bag with the purple pills
And I'm waiting for you by the window, yeah
Called your digits, but the phone kept ringin'
Wish I knew what you were thinking, na-na-na
1000 pink balloons
Dancin' on to your favorite tunes
Hope you walk in the party
'Cause I threw the party just for you like woah
You might also like
​visions

A&W

Candy Necklace

I only threw this party for you
Only threw this party for you, for you, for you
I was hopin' you would come through
I was hopin' you would come through, it's true, it's true
Only threw this party for you
I only threw this party for you, for you, for you
I'm about to party on you
Watch me, watch me party on you, yeah
You could watch me pull up on your body
Like it's summer, take my clothes off
In the water, splash around and get you blessed like holy water
I don't know what you were waiting for
You know that I've been waiting for you
I only threw this party for you
If you saw my tears, would you touch me?
Kiss me on the mouth, say you love me?
Leave a message, tell me you're sorry?
Hit me right back, hit me right back
Why you treating me like someone that you never loved?
I only threw this party for you
Only threw this party for you, for you, for you
I was hopin' you would come through
I was hopin' you would come through, it's true, it's true
Only threw this party for you
I only threw this party for you, for you, for you
I'm about to party on you
Watch me, watch me party on you, yeah
I only threw this party for you
Only threw this party for you, for you, for you
I was hopin' you would come through
I was hopin' you would come through, it's true, it's true
Only threw this party for you
I only threw this party for you, for you, for you
I'm about to party on you
Watch me, watch me party on you, yeah
Party on you, party on you, party on
Party on you, party on you, party on
Party on you, party on you, party on
Party on you, party on you, party on
Party on you, party on you, party on
Party on you, party on you, party on
Party on you, party on you, party on
Party on you, party on you, party on
Party on you, party on you, party on
Party on you, party on you, party on
Party on you, party on you, party on
Party on you, party on you, party on
Come to my party (Party on you, party on you, party on)
(Party on you, party on you, party on)
Come to my party (Party on you, party on you, party on)
(Party on you, party on you, party on)
All I'm thinking, all I know is (Party on you, party on you, party on)
That I hope you knock on my door (Party on you, party on you, party on)
Nervous energy (Party on you, party on you, party on)
My heart rate rises higher, higher up (Party on you, party on you, party on)
I wish you'd get here, kiss my face (Party on you, party on you, party on)
Instead, you're somewhere far away (Party on you, party on you, party on)
My nervous energy will stay (Party on you, party on you, party on)
I hope you realize one day, uh (Party on you, party on you, party on)
(Party on you, party on you, party on)
Come to my party (Party on you, party on you, party on)
(Party on you, party on you, party on)
Come to my party (Party on you, party on you, party on)
Party on you, party on you, party on
Party on you, party on you, party on (Oh)
Party on you, party on you, party on (Oh)
Party on you, party on you, party on
Party on you, party on you, party on (Ooh)
Party on you, party on you, party on
Party on you, party on you, party on (Oh)
Party on you, party on you, party on
Party on you, party on you, party on
Party on you, party on you, party on
Party on you, party on you, party on
Party on you, party on you, party on"
10,2655,"Hello
I'm so bored (Woo)
Wake up late, eat some cereal
Try my best to be physical
Lose myself in a TV show
Staring out to oblivion
All my friends are invisible
24/7, miss 'em all
I might cry like a waterfall
I feel afraid when I feel alone, yeah, uh
Have sex, me and my Romeo
He says I'm irresistible
I'm gassed up like I'm Texaco
I ride, ride, ride, ride, ride, ride, ride, ride, ride, ride it
Sometimes, I feel okay, some days, I'm so frightened
I want anthems
Late nights, my friends, New York
I sleep, wanna wake up brand new
I sleep, wanna wake up with you (You)
I want anthems
Late nights, my friends, New York
Finally, when it's over
We might be even closer, uh, uh
You might also like
​detonate

​7 years

​forever

Uh, uh, uh, uh
These days exhausting
Uh, uh, uh, uh
Go online shopping
I'm so uninspired, I just wanna breathe
Flowers and the trees, dirt all on my knees
Got some hands to hold on to
I get existential and so strange
I hear no sounds when I'm shouting
I just wanna go to parties
Up high, wanna feel the heat from all the bodies
I want anthems
Late nights, my friends, New York
I sleep, wanna wake up brand new
I sleep, wanna wake up with you (You)
I want anthems
Late nights, my friends, New York
Finally, when it's over
We might be even closer, uh, uh
We might, we might, we might, we might, we might
We might, we might, we might, we might, we might
We might, we might, we might, we might, we might
Yeah
I want anthems
Late nights, my friends, New York
I sleep, wanna wake up brand new
I sleep, wanna wake up with you (You)
I want anthems
Late nights, my friends, New York
Finally, when it's over
We might be even closer, uh, uh"
10,2817,"Visions in the past
Turbulence right from the start
Tearing up your heart
You and I, we really went dark
Voices tell me hold on
Somethin' keeps on pullin' me close, so close
Grippin' to you so hard
Somethin' keeps on pullin' me close, so close, but
I got pictures in my mind
I can see it so clearly, see it all so bright
I see you and I
I got pictures in my mind
I can see it so clearly, see it all the time
I see you
Visions comin' every night
You can call me so crazy, following that light
I see you and I
I got pictures in my mind
I can see it so clearly, and it looks so right
I see you
You might also like
​claws

​party 4 u

​enemy

Can't change what I feel
Never seen the future so real
But maybe I'm just fantasizing
Finally think I'm realizing
All these voices tell me hold on
Somethin' keeps on pullin' me close, so close
Grippin' to you so hard
Somethin' keeps on pullin' me close, so close, but
I got pictures in my mind
I can see it so clearly, see it all so bright
I got pictures in my mind
I can see it so clearly, see it all the time
Visions comin' every night
You can call me so crazy, following that light
I see you and I
I got pictures in my mind
I got pictures in my mind
I got pictures in my mind
I got pictures in my mind"
